year,country_name,hdi_category,indicator_name,references,values
,Honduras,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,0.2
,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,-2.3
,Bolivia,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,-0.2
,Guatemala,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,0.4
,Gabon,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,-1.4
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,0.1
,South Africa,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,-0.3
,Tajikistan,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,-6.3
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,0.3
,Botswana,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,5.9
,Namibia,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,0.1
,Morocco,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,1.4
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,11.7
,India,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,3.4
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,1.1
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,3.4
,Cambodia,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,..
,Myanmar,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,2.6
,Bhutan,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,5.4
,Comoros,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,-0.6
,Ghana,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,0.7
,Pakistan,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,2.5
,Mauritania,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,-0.1
,Lesotho,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,2.7
,Congo,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,-0.1
,Bangladesh,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,2.0
,Swaziland,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,1.6
,Nepal,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,2.0
,Madagascar,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,-1.6
,Cameroon,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,-0.4
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,0.5
,Haiti,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,-2.2
,Sudan,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,1.3
,Kenya,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,0.1
,Djibouti,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,-2.7
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,..
,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,-0.5
,Togo,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,-1.1
,Yemen,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,1.5
,Uganda,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,2.4
,Gambia,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,-0.1
,Senegal,LOW HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,(.)
,Eritrea,LOW HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,..
,Nigeria,LOW HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,-0.1
,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,1.4
,Guinea,LOW HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,1.0
,Rwanda,LOW HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,-0.3
,Angola,LOW HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,-0.6
,Benin,LOW HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,0.4
,Malawi,LOW HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,-0.2
,Zambia,LOW HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,-1.8
,Côte d'Ivoire,LOW HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,-2.1
,Burundi,LOW HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,-1.0
,Congo (Democratic Republic of the),LOW HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,-4.9
,Ethiopia,LOW HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,,-0.2
,Chad,,GDP per capita - Annual growth rate(percent) 1975-2005,,0.5
,Central African Republic,,GDP per capita - Annual growth rate(percent) 1975-2005,,-1.5
,Mozambique,,GDP per capita - Annual growth rate(percent) 1975-2005,,2.3
,Mali,,GDP per capita - Annual growth rate(percent) 1975-2005,,0.2
,Niger,,GDP per capita - Annual growth rate(percent) 1975-2005,,-1.7
,Guinea-Bissau,,GDP per capita - Annual growth rate(percent) 1975-2005,,-0.6
,Burkina Faso,,GDP per capita - Annual growth rate(percent) 1975-2005,,0.9
,Sierra Leone,,GDP per capita - Annual growth rate(percent) 1975-2005,,-2.1
,Iceland,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,2.2
,Norway,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,2.7
,Australia,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,2.5
,Canada,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,2.2
,Ireland,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,6.2
,Sweden,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,2.1
,Switzerland,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,0.6
,Japan,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,0.8
,Netherlands,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.9
,France,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.6
,Finland,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,2.5
,United States,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,2.1
,Spain,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,2.5
,Denmark,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.9
,Austria,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.9
,United Kingdom,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,2.5
,Belgium,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.7
,Luxembourg,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,3.3
,New Zealand,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,2.1
,Italy,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.3
,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,2.4
,Germany,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.4
,Israel,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.5
,Greece,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,2.5
,Singapore,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,3.6
,Korea (Republic of),HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,4.5
,Slovenia,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,3.2
,Cyprus,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,c,2.3
,Portugal,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,2.1
,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,-0.8
,Barbados,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.5
,Czech Republic,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.9
,Kuwait,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,0.6
,Malta,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,2.7
,Qatar,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,..
,Hungary,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,3.1
,Poland,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,4.3
,Argentina,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.1
,United Arab Emirates,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,-0.9
,Chile,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,3.8
,Bahrain,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,2.3
,Slovakia,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,2.8
,Lithuania,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.9
,Estonia,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,4.2
,Latvia,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,3.6
,Uruguay,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,0.8
,Croatia,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,2.6
,Costa Rica,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,2.3
,Bahamas,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,e,0.4
,Seychelles,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.5
,Cuba,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,3.5
,Mexico,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.5
,Bulgaria,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.5
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,2.9
,Tonga,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.9
,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,..
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.5
,Oman,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,c,1.8
,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,4.3
,Romania,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.6
,Saudi Arabia,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,0.1
,Panama,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,2.2
,Malaysia,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,3.3
,Belarus,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,2.2
,Mauritius,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,3.8
,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,12.7
,Russian Federation,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,-0.1
,Albania,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,5.2
,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,-0.1
,Brazil,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.1
,Dominica,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.3
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,0.9
,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,2.0
,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,-1.0
,Colombia,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,0.6
,Ukraine,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,-2.4
,Samoa,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,2.5
,Thailand,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,2.7
,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,3.9
,Belize,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,2.3
,China,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,8.8
,Grenada,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,2.5
,Armenia,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,4.4
,Turkey,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.7
,Suriname,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.1
,Jordan,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.6
,Peru,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,2.2
,Lebanon,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,2.8
,Ecuador,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,0.8
,Philippines,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.6
,Tunisia,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,3.3
,Fiji,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.4
,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.6
,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,2.3
,Paraguay,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,-0.6
,Georgia,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,0.2
,Guyana,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,3.2
,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,(.)
,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,3.7
,Maldives,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,3.8
,Jamaica,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,0.7
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,3.4
,El Salvador,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.6
,Algeria,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.1
,Viet Nam,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,5.9
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,-2.9
,Indonesia,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,2.1
,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.4
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,-6.8
,Nicaragua,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.8
,Moldova,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,-3.5
,Egypt,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,2.4
,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,0.3
,Mongolia,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,2.2
,Honduras,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,0.5
,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,-1.3
,Bolivia,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.3
,Guatemala,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.3
,Gabon,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,-0.4
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,..
,South Africa,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,0.6
,Tajikistan,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,-4.0
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,0.5
,Botswana,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,4.8
,Namibia,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.4
,Morocco,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.5
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,16.6
,India,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,4.2
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,-2.4
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,3.8
,Cambodia,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,5.5
,Myanmar,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,6.6
,Bhutan,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,5.6
,Comoros,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,-0.4
,Ghana,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,2.0
,Pakistan,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.3
,Mauritania,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,0.3
,Lesotho,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,2.3
,Congo,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,-1.0
,Bangladesh,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,2.9
,Swaziland,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,0.2
,Nepal,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,2.0
,Madagascar,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,-0.7
,Cameroon,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,0.6
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,0.2
,Haiti,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,-2.0
,Sudan,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,3.5
,Kenya,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,-0.1
,Djibouti,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,-2.7
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,..
,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,-2.1
,Togo,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,(.)
,Yemen,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.5
,Uganda,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,3.2
,Gambia,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,0.1
,Senegal,LOW HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.2
,Eritrea,LOW HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,0.3
,Nigeria,LOW HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,0.8
,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.7
,Guinea,LOW HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.2
,Rwanda,LOW HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,0.1
,Angola,LOW HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.5
,Benin,LOW HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.4
,Malawi,LOW HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.0
,Zambia,LOW HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,-0.3
,Côte d'Ivoire,LOW HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,-0.5
,Burundi,LOW HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,-2.8
,Congo (Democratic Republic of the),LOW HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,-5.2
,Ethiopia,LOW HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,,1.5
,Chad,,GDP per capita - Annual growth rate(percent) 1990-2005,,1.7
,Central African Republic,,GDP per capita - Annual growth rate(percent) 1990-2005,,-0.6
,Mozambique,,GDP per capita - Annual growth rate(percent) 1990-2005,,4.3
,Mali,,GDP per capita - Annual growth rate(percent) 1990-2005,,2.2
,Niger,,GDP per capita - Annual growth rate(percent) 1990-2005,,-0.5
,Guinea-Bissau,,GDP per capita - Annual growth rate(percent) 1990-2005,,-2.6
,Burkina Faso,,GDP per capita - Annual growth rate(percent) 1990-2005,,1.3
,Sierra Leone,,GDP per capita - Annual growth rate(percent) 1990-2005,,-1.4
,Iceland,HIGH HUMAN DEVELOPMENT,GDP per capita - highest value during 1975-2005 2005 PPP US$,,"36,510"
